Name,upload_date,category,view_count,like_count,dislike_count,frames,number_shots,dark_perc_std,dark_perc_mean,saturated_perc_std,saturated_perc_mean,red_perc_std,red_perc_mean,white_perc_std,white_perc_mean,tags
My Eyebrow Routine-CDf6QLfAI_0,20160218,Howto & Style,12036,381,4,4299,54,6.000262465,21.29444912,0.718509951,0.562155116,13.69871021,32.48954826,6.552797178,13.17844533,"cheap eyebrow tutorial, eyebrow turotial for beginners, eyebrow shaping, eyebrow routine, eyebrow tutorial with pencil, eyebrow tutorial for thicker eyebrows, eyebrow tutorial for brunettes, eyebrow tutorial for asians, inexpensive eyebrow tutorial, how to do eyebrows, how to do eyebrows for beginners, how to do eyebrows cheap, simple eyebrow tutorial, easy eyebrow tutorial, brow tutorial, brow routine, brow tutorial for beginners, brow pencil, cheap brow tutorial"
my first time at vidcon!-tfl-bPjydlw,20190919,Howto & Style,594315,45198,237,23592,817,84.03584789,172.425452,15.96729331,5.116544933,47.00982086,19.26447878,78.90501295,117.5879729,"vidcon vlog, vidcon 2019, social anxiety, my struggle with social anxiety, haley pham, ryan trahan, vidcon now, vidcon tiktok, vidcon storytime, storytime, joana ceddia, vidcon 2019 vlog, jade darmawangsa, alex gowon, how to overcome social anxiety, how to make friends, finding love at vidcon, the truth about youtubers, ryan trahan irl, haley pham vlogs, my first vidcon, work day in the life, day in my life, day in my life as a youtuber, day in the life vlog"
my last week in college ever -HozzaixKyQk,20190322,Howto & Style,1231466,72384,227,21530,599,85.74320482,125.4917917,5.434248278,2.548157582,21.67684538,6.647578515,98.97355971,178.8220967,"college vlog, ucla vlog, week in the life of a film student, day in thelfe of a film student, ucla film school, ucla tft, film school, ucla, week in my life ucla, week in the life of a college student, film school vlog, work day in my life, work week in my life, week in my life la, la vlog, living in la, going to film school, my college experience, best dressed ucla"
my last weekend in LA...-IJcJEMAOJA4,20191024,Howto & Style,1182742,96186,440,31135,1017,76.53679154,190.0158925,15.14134062,2.838244111,35.43311871,15.6174759,48.97658609,68.2993161,"week in my life vlog, week in my life, week in my life LA, week in my life as a youtuber, work week in my life, weekend in my life, day in my life, day in my life vlog, vsco fall, why i'm leaving LA, moving vlog, why i left LA, packing for a trip, bestdressed vlog, bestdressed boyfriend, living alone diaries, living alone in LA, moving to nyc, vlog, week in the life of a youtuber, week in the life, weekly vlog, daily vlog, preparing for fall"
my most worn clothing of 2019 -wO0gV7SRXeM,20200110,Howto & Style,1650157,101199,548,34107,337,27.63666498,47.34980247,9.793403001,2.672178531,33.22007668,41.66850752,99.74921884,126.1618384,"most worn clothing, closet essentials, wardrobe essentials, closet basics, wardrobe basics, clothing haul, rehaul, try on haul, try on, trying on everything in my closet, trying on all my clothes, my closet staples, 2019 favorites, best of 2019, basics mashup, how to put together an outfit 101, closet essentials 2020, winter essentials, fall essentials, perfect pair of jeans, denim guide, straight jeans, high waisted jeans, favorite jeans, shoe collection, best jeans"
MY SHOE COLLECTION-ZkmETpMdv_8,20190606,Howto & Style,1522440,81626,422,20683,100,28.49364188,52.18726562,14.0614119,35.09412362,64.9840125,134.1821647,59.88743948,109.6017208,"shoe collection, shoe collection 2019, updated shoe collection, try on shoe collection, sneaker collection, heels collection, designer shoe collection, trying on everything, trying on all my shoes, trying on all my clothes, dr martens, converse, how to style dr martens, doc martens, fila disruptors, nike air force one, birkenstocks, all my shoes, shoe collection women, my shoe collection, sneaker colleciton 2019, huge shoe collection, shoe collection heels"
My Week In Outfits (fall ootw + stories from my life)-J4DviH8BFeA,20180906,Howto & Style,563334,34532,121,8001,109,44.35697544,58.04495921,29.12611538,7.576531339,8.501058249,5.631060606,59.45021044,190.6082297,"fall ootw, ootw fall 2018, fall outfit ideas, fall outfit ideas 2018, casual fall outfit ideas, what i've been wearing lately, ootw, fall ootw college, fall ootd for school, everyday outfit ideas, outfit ideas 2018, outfit ideas fall, fall outfit of the week, fall outfits of the week 2018, outfits of the week, outfits of the week 2018, easy fall outfit ideas, summer to fall transition, simple fall outfits, ootw back to school"
New Channel Name + New Hair + Updates-RUFXK-BMs7k,20160525,Howto & Style,24553,661,2,6214,16,10.25763765,52.27572391,0.105231003,0.017739899,0.246811382,0.037537879,8.204438653,308.637862,"new channel name, channel name change, modelcitizen, bestdressed, new hair, hair transformation, dying hair at hme, brunette to blonde, life updates, how to dye your hair, how to bleach your hair, hair bleaching, hair bleaching at home"
NYC APARTMENT HUNTING (w_ rent prices + tips!)-K0n-264CETA,20200308,Howto & Style,2752668,183483,1273,34815,647,47.07766796,110.7505901,2.495698023,0.63452137,31.07477966,25.06725095,56.03774411,128.5542368,"nyc apartment hunting, apartment hunting on a budget, new york apartment hunting, sweet digs, nyc apartment tour, nyc apartment hunting cheap, nyc apartment, living in nyc, how to find an apartment, apartment hunting vlog, apartment tour, empty apartment tour, apartment hunting tips, nyc apartment hunting manhattan, nyc apartment tour studio, living in manhattan, what $2000 will get you in nyc, nyc neighborhoods, cost to live in nyc, east village, greenwich village, brooklyn"
October Favorites 2015 _ Fashion & Drugstore Makeup-SoPlZDw5wwE,20151103,Howto & Style,8963,383,4,10795,34,9.710121526,29.78059369,7.966150513,17.97731458,9.411363641,18.00705955,3.968129363,15.41457392,"october favorites, fashion favorites, drugstore favorites, drugstore concealer, drugstore foundation, brandy melville, october favorites 2015, makeup favorites, favorite shoes, favorite food, fall favorites, fall favorites 2015, affordable favorites, hailey jacket brandy melville"
OFFICE LOOKBOOK _ outfit ideas for work + internships-pbbXKSplsEg,20191107,Howto & Style,837261,79197,2807,6102,105,68.10522781,104.0073164,0.159895334,0.032794273,7.520179993,1.746930585,70.8198304,184.1588018,"lookbook, professional lookbook, office lookbook, outfits of the week, business casual, business casual outfits, what to wear to work, work outfits, outfit ideas, outfit ideas for work, outfit ideas 2019, what to wear to interview, business casual outfit ideas, outfit 101, wardrobe basics, professional outfits for women, workwear lookbook, 9 to 5, 9 to 5 outfits, professional outfits, ootw, ootw work, office outfits, what to wear to the office, outfits for work"
oops! i moved to NYC!-7yUM_LlJhLM,20200206,Howto & Style,2542200,221832,687,27248,562,111.3326188,161.3747843,6.399286932,1.582828474,20.49186926,9.595032907,87.46691714,133.2266848,"i moved to NYC, why i'm leaving LA, why i left LA, moving vlog, moving to NYC, moving to nyc alone, moving to nyc by yourself, living in nyc, nyc vlog, LA vlog, moving across the country, moving out, apartment hunt, apartment tour, selling my car, packing, packing for a move, how i moved to nyc by myself, i moved, living alone diaries, my last week in LA, vlogmas, moving vlog first apartment, moving vlog 2020, moving vlog packing"
OOTW _ Senior Events + Last Week of High School-qfefLKTpL4c,20160601,Howto & Style,17925,490,6,9680,74,47.64848567,66.96511051,68.45676005,134.3263241,25.45273402,61.1338141,53.66484076,79.43023181,"outfit ideas for school, outifts of the week, outfits for summer, outfits of the week 2016, outfits of the week for school 2016, outfits of the week high school, high school outfits of the week, outfits of the week spring 2016, ootw last week of school, ootd high school, high school outfit ideas, outfits of the week summer 2016, ootw may 2016, ootw end of school, senior events outfit ideas, cute high school outfits, school outfits 2016, high school ootw"
organizing my hot mess of a closet-_eLp4-DkbFI,20180920,Howto & Style,1363507,75967,450,12991,366,53.16309285,97.41698733,18.4144731,4.807513628,11.11457758,12.56658249,59.62843774,200.1748236,"organizing my closet, closet organization, organizing closet, oragnizing my closet 2018, organizing my closet small, organizing my closet hacks, organizing my closet by color, organizing my closet time lapse, organizing my closet college, small closet organization, cleaning my closet, cleaning my closet 2018, cleaning my closet time lapse, cleaning my closet out, closet tour 2018, small closet tour, small closet organization ideas, small closet makeover, closet makeover"
our first road trip together...-ios8B3UDgjU,20190613,Howto & Style,1092636,70699,313,17854,832,83.01352826,136.6092077,13.91977178,6.512690341,32.15759365,17.55787838,83.82682018,120.4547901,"we travelled across the country together, our first road trip, pack yourself a toothbrush dear, san fransisco, california road trip, road trip vlog, we went on vacation, going on a trip by myself, spring break trip, summer vacation, vacation vlog, san franscisco vlog, come thrifting with me, thrifting, bestdressed thrifting, guide to san francisco, things to do in san francisco, travel vlog, driving vlog, los angeles to san fransisco, summer road trip, sleep on the floor"
outfits for hot af summer days (ft. me being sweaty)-HbUeaQ2BP-U,20180719,Howto & Style,1146480,45810,416,11101,159,19.73811152,40.85255799,5.014631033,1.005118313,9.418260617,9.425151983,33.23240328,287.7929386,"outfits for hot weather, hot weather outfits, outfit ideas summer 2018, summer outfit ideas, outfit ideas summer, outfits for summer, casual summer outfits, casual outfit ideas, festival outfits, summer lookbook, outfits for hot days, outfits for hot summer days, cute outfits for hot days, outfits for hot school days, summer lookbook 2018, summer outfit inspo, outfit ideas for hot days, summer vacation outfits"
Outfits of the Week - College Edition _ Spring 2017-S4yxixqXDxs,20170428,Howto & Style,36133,1169,4,7077,97,45.24182579,102.4380558,2.650181227,1.896475438,13.46305753,23.2846269,88.44162948,129.0630881,"outfits of the week, outfits of the week 2017, outfits of the week for school, outfits of the week spring, outfits of the week spring 2017, ootw college, ootw 2017, ootw spring 2017, ootw school, ootd school, ootd 2017, college outfits of the week, college outfits 2017, college outfits spring 2017, college outfit ideas, school outfit ideas, school outfits 2017, school outfits, outfits for school, outfit ideas for school, outfit ideas for spring, outfit ideas 2017"
Outfits of the Week for High School _ Winter 2015-2016-H7L3wdhKk3E,20160109,Howto & Style,27591,721,4,5828,63,14.04562941,29.23899282,14.16717506,15.57847609,12.20493461,14.45797688,13.14460581,23.08566103,"high school outfits of the week, high school outfits, high school outfit ideas, high school outfits 2016, outfit ideas, outfit of the week, outfits of the week, ootw, outfit ideas for school, outfit ideas for winter, outfits for school, outfits for winter, outfits for winter 2016, ootw 2016, ootw winter 2016, outfit ideas for high school, outfit ideas for high school winter, winter outfit ideas, winter outfits 2015, winter outfits 2016, outfits for winter 2015"
painting for the first time in 4 years...-v1Xyz9QzHoM,20191114,Howto & Style,1302249,106340,377,27907,568,43.12225513,95.09736434,2.37068765,0.499989068,18.50449843,7.378096441,51.02550079,194.2068302,"following a bob ross tutorial, painting timelapse, art timelapse, bob ross tutorial, paint with me, painting for 24 hours, painting for the first time in 5 years, art school, oil painting, oil painting timelapse, painting for beginners, ex dancer, ex dancer tries ballet, art portfolio, reviewing my old portfolio, reviewing my old art, painting tutorial, painting a self portrait, art school vlog, draw with me, art student portfolio"
